cartodb_id,the_geom,intended_outcomes_other,participation_tasks_other,types_volunteers,status_other,project_topic_other,participant_age_other,gov_contact_email,gov_contact_affiliation,gov_contact,agency_partner_other,recruiting,agency_partner_name,cartodb_georef_status,agency_sponsor_other,scistarter,agency_sponsor,agency_partner,intended_outcomes,participant_age,cartodb_id_0,project_topic,approved,updated_at,created_at,phone,email,zip,state,city,street_address_2,street_address,affiliation,project_contact,participation_tasks,geographic_scope,start_date,status,keywords,project_description,project_url,project_name
383,0101000020E6100000F5CFFCFF729E5BC0694F0B5603354640,,,"taxonomic experts, pollinator experts, etc.",,entomology and invertebrates,undergraduate students,CMeyers@nsf.gov,nsf,,,true,Colorado State University,,,false,"nsf, nps",college_university,"io_education, operational_integration_use, research_advancement",Other,,"ecology_environment, education, nature_outdoors, social_science, Other",,,,,gbowser@colostate.edu,,AL,,,,Colorado State University and Moravian College,Gillian Bowser and Diane Husic,"audio_video_recording, classification_tagging, data_analysis, data_entry, learning, measurement,  observation, photography, specimen_sample_collection",Rocky Mountains,2016-05-01,active,"broadening participation, national parks, youth engagement, undergraduate biology education, pollinators","National Science Foundation Research Coordination Network (RCN) linking undergraduate students, diversity, and discovery using citizen science approaches: Yellowstone National Park and other protected areas",,3dNaturalists and polliinator hotshots
384,0101000020E6100000E17A14AE474552C0E3C798BB96384640,,,,,,,,,,,false,,,,false,nsf,,research_advancement,general_public,,computers_technology,,,,8025784445,jbongard@uvm.edu,05405,VT,Burlington,,33 Colchester Ave.,University of Vermont,Josh Bongard,problem_solving,Global,2016-08-01,active,"robotics, artificial intelligence, cyberinfrastructure","How can we train robots to act autonomously, but also safely? We attempted to do by allowing the crowd, through the internet, to train robots, just as we do our children and our pets. This allows robots to learning not only how to perform a wide range of actions, but also to do by predicting how the crowd will respond to those actions.",https://www.youtube.com/watch?v=vzND2qKGKAk,Twitch Plays Robotics.
385,0101000020E6100000E17A14AE474552C0E3C798BB96384640,,,,,Causal inference,,,,,,false,,,,false,nsf,,"io_education, research_advancement",,,"computers_technology, Other",,,,,,05405,VT,Burlington,,The University of Vermont,,,"annotation, classification_tagging, data_entry, identification, learning",,2014-09-01,active,"causality, big data, data mining",Combining human intuition and experience (hunch) with big data analytics (crunch) in an feedback loop of scientific discovery.,,Hunch and Crunch
386,0101000020E61000002B1895D409C851C0C74B378941304540,,,,,,,,,,,false,,,,false,nsf,,"io_education, research_advancement","elementary_school_children, families, general_public, middle_school_children, teens",,"biology, climate_weather, ecology_environment, nature_outdoors",,,,,kosmala@fas.harvard.edu,02138,MA,Cambridge,,22 divinity ave,Harvard University,Margaret Kosmala,"classification_tagging,  observation",North America,2015-07-21,hiatus,"phenology, plants, trees, online","We need you to look at images taken by a network of automated cameras for signs of changing seasons. By identifying images with changing leaves, blooming flowers, and other easy-to-identify features, you help us to better understand how plants are responding to climate change.",http://seasonspotter.org/,Season Spotter
387,0101000020E6100000A76D897DBE1E53C0E316F37343344540,,,Anyone with access to a desktop computer and a willingness to carefully document familiar landscapes on a map.,,,,,,,,true,The Nature Conservancy,,,true,nsf,formal_nonprofit_ngo,"community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement",general_public,,"birds, climate_weather, ecology_environment, geography, nature_outdoors, insects",,,,8313327274,rlc273@cornell.edu,14850,NY,Ithaca,,129 Sapsucker Woods Road,Cornell Lab of Ornithology,Rhiannon Crain,"annotation, geolocation, identification, site_selection_description",North America,2012-03-23,active,"Landscaping, Green Infrastructure, Wildlife, Urban, Maps, Mapping, Nature","Documenting and sharing sustainable, wildlife-friendly landscaping practices to preserve biodiversity and encourage green infrastructure with a public mapping tool and broad community of resources.",http://Habitat.Network,Habitat Network
388,0101000020E6100000B6CF53B216E954C039268BFB8FB04440,,,students in grades 3-8 in two school districts: Sandusky City Schools and Perkins Local Schools,,"soil science, water quality, aquatic ecology, amphbian ecology, environmental science",,TMURPHY@nsf.gov,nsf,Teri Murphy,,false,"Bowling Green State University, Ohio State University Stone Lab, Toledo Zoo, Erie County Soil & Water Conservation District, Metroparks of the Toledo Area",,,false,nsf,"college_university, museum, state_local_govermment","inform_public_policy, io_education, research_advancement","elementary_school_children, middle_school_children",,"ecology_environment, insects, Other",,,,(419) 372-0563,midden@bgsu.edu,43403,OH,BOWLING GREEN,,704 E. Merry Street,Bowling Green State University,W. Robert Midden,"audio_video_recording, classification_tagging, data_analysis, data_entry, identification, measurement,  observation, photography, sample_analysis, site_selection_description, specimen_sample_collection",Erie County,2013-08-26,active,"pollinators, environmental science, soil science, water quality, aquatic ecology, amphbian ecology","This is an NSF Math Science Partnership project that is integrating student participation in citizen science research as a central part of classroom instruction in grades 3-8 in two medium-size school districts. Multiple citizen science research projects are involved including Monarch Watch, Frog Watch, GLOBE, and others.",http://ievolvewithstem.org,iEvolve with STEM (Inquiry and Engagement to Invigorate and Optimize Learning for Everyone with STEM)
389,0101000020E6100000B438A5B4653C53C0BBEEAD484C784340,,,,,,,,,,,true,Google,,,true,nsf,for_profit,"community_engagement_outreach, research_advancement",general_public,,"geography, transportation",,,,2066979483,jonfroehlich@gmail.com,20781,MD,College Park,,8223 Paint Branch Drive,University of Maryland,Jon Froehlich,"annotation, classification_tagging, finding_entities, identification",,2013-05-01,active,"Accessibility, urban informatics, ADA, mobility impairments, wheelchair access","Project Sidewalk combines remote crowdsourcing + machine learning to map the accessibility of the world. Crowd workers virtually walk through cities labeling inaccessible areas. Collected data is used to generate new, accessibility-aware mapping tools and train machine learning algorithms.",http://sidewalk.umiacs.umd.edu/,Project Sidewalk
390,0101000020E6100000FC77D89F1F7456C00B2593533B133E40,,,,,,,,nsf,Frederick M. Kronz,,false,Mary Queen of Vietnam Community Development Corporation,,,false,nsf,formal_nonprofit_ngo,"community_engagement_outreach, operational_integration_use, research_advancement",general_public,,"disaster_response, education, food, health_medicine, social_science",,,,401-863-2139,scott_frickel@brown.edu,70129,LA,New Orleans,,4626 Alcee Fortier Boulevard,"Department of Sociology, Brown University, Providence, RI 02912","Scott Frickel, Ph.D.","site_selection_description, specimen_sample_collection, transcription","Southeast Louisiana, principally Orleans and Chalmette Parishes",2010-09-01,complete,,"Introduction

This project lays the foundations for a causal analysis of lay/expert collaborative research or citizen science. While the potential of such collaborations to advance knowledge and societal well-being are well known, little is known about what makes them succeed or fail. The PIs propose to bridge this gap by adopting a new approach that goes beyond traditional observational studies. The PIs propose to use mixed methods and an innovative parallel-study design. They will demonstrate the effectiveness of their approach by examining the social conditions and processes that produce or forestall transformative, community-driven science in response to the current Gulf oil disaster. In addition, they plan to produce interdisciplinary and socially robust environmental knowledge about the impacts of the disaster by combining the expertise of environmental scientists, social scientists, and Vietnamese-Americans living and working in south Louisiana who bring their deep experiential knowledge of the region?s impacted ecosystems to the scientific work. 

Intellectual Merits

The proposed study is interdisciplinary. It is designed to advance basic social studies of science while simultaneously contributing to the production of socially robust environmental science. It does so in the form of two parallel analyses. The first is a community-driven toxicological study of wetlands contamination; the second is a sociological analysis of the initiation, development, and execution of that collaborative process. Both studies address substantively important problems. The community-driven study will investigate the exposure and impacts of petroleum hydrocarbons on finfish species that are culturally and economically important to Vietnamese-Americans whose livelihoods rely on commercial and subsistence fishing. Working together, residents and scientists will identify and prioritize target species and biological endpoints. The findings of the study will provide sound data that form the basis for hypothesis-driven future research on the long-term ecological impacts of the disaster. The sociological study will investigate the lay/expert collaboration for insight into the causal processes that generate successful citizen science. 

Potential Broader Impacts 

The interdisciplinary knowledge produced by this study will aid in scientific efforts to investigate the social and environmental impacts of the oil disaster by capturing time-sensitive social and ecological data that can be used by other natural and social scientists. The community-driven nature of the project and contributions to knowledge production by an underrepresented social group helps ensure that the scientific knowledge will be socially meaningful to Gulf Coast residents and local governments as well state and federal agencies working to mitigate disaster impacts. The project also holds significant educational opportunities. These include opportunities for interdisciplinary exchanges between social and natural scientists, and research training opportunities for undergraduate students and adult non-scientists. The project will also enhance institutional relationships between Tulane and Washington State Universities that bridge regional and public/private divides in the academy. Finally, the proposed study has strong potential to seed an effective and sustainable community-academic network for addressing ecological and environmental health issues in south Louisiana and elsewhere.",,RAPID: Collabortive Research: What Makes Lay/Expert Collaborations Succeed?
391,0101000020E61000007AA52C431C1355C0E17A14AE47713E40,,,"Reading ability and internet access is required. Typing skills are valuable, but not required.",,,,,,,,true,"The event is a partnership involving a large, and annually changing, set of institutions.  The core leadership group involves representatives from Florida State University, the Smithsonian Institution's National Museum of Natural History, University of Florida, and the Australian Museum.",,,true,"nsf, assi","college_university, museum","inform_public_policy, io_education, operational_integration_use, research_advancement","general_public, middle_school_children, targeted_group, teens",,"animals, biology, birds, ecology_environment, nature_outdoors, ocean_water, insects",,,,,eellwood@bio.fsu.edu,32306,FL,Tallahassee,,319 Stadium Drive,Florida State University,Elizabeth Ellwood,"annotation, classification_tagging, data_entry, geolocation, identification, transcription",Global,2015-10-22,active,"Natural History Collections, Transcription, Digitization, Museums, Herbaria, Universities, Education, Undergraduate, High School, Birds, Flowers, Butterflies, #wedigbio","Worldwide Engagement for Digitizing Biocollections (WeDigBio) is an annual 4-day event that engages participants online and onsite in digitizing natural history collections. Onsite events are hosted by museums, herbaria, universities, and other institutions and enable face to face meetups where participants engage with local collections and scientists.",https://www.wedigbio.org,Worldwide Engagement for Digitizing Biocollections (WeDigBio)
393,0101000020E61000008E0EDD267B5D55C064B14D2A1A474040,,,None,,,Scientists and engineers,,nsf,,,false,,,,true,nsf,,community_engagement_outreach,Other,,"computers_technology, science_policy",,,,334-844-6343,yilmaz@auburn.edu,36830,AL,Auburn University,Department of Computer Science and Engineering,3101 Shelby center,Auburn University,Dr. Levent Yilmaz,"download_sw, problem_solving",,2008-09-15,complete,"science of science and innovation policy, innovation dynamics, computational model",This research aims to improve socio-technical understanding of  scientific  communities  that  collaborate  over  the  cyberinfrastructure.  The  major  contribution  is  the development  of  a computer  simulation  framework  for  the  discovery  of  and policy  analysis  for  virtual  scientific community  designs  that  are  innovative  and  sustainable.,http://www.eng.auburn.edu/~yilmaz,Dynamics of Creativity and Innovation in Virtual Scientific Commons
394,0101000020E61000006B9A779CA23B52C0F085C954C1A84440,,,,,,,,,,,false,,,,false,nsf,,"inform_public_policy, io_education, operational_integration_use, research_advancement","elementary_school_children, families, general_public, middle_school_children, targeted_group, teens",,"animals, biology, birds, ecology_environment, education, geography, nature_outdoors, ocean_water, insects, science_policy",,,,,michelle.duong@yale.edu,06511,CT,New Haven,,165 Prospect St.,Project Coordinator,Michelle Duong,"classification_tagging, geolocation, identification, learning,  observation",Global,2011-01-01,active,"Biodiversity, Mammals, Reptiles, Amphibians",Putting biodiversity in the palm of your hand. Discover and identify biodiversity anywhere you are around the world. Record your sightings to share with others and support conservation.,https://mol.org/mobile,Map of Life
395,0101000020E6100000668AD6DDFEFC53C0EE2422FC8B384440,,,Teachers interested in running the module in their classrooms.,,,,,,,,true,"University of Pittsburgh, Department of Biological Sciences",,,false,nsf,college_university,"inform_public_policy, io_education, research_advancement",middle_school_children,,"animals, biology, climate_weather, ecology_environment, nature_outdoors",,,,,cori.zawacki@pitt.edu,15260,PA,Pittsburgh,,4249 Fifth Avenue,"University of Pittsburgh, Department of Biological Sciences",Corinne Richards-Zawacki,"data_entry, learning, measurement,  observation","Currently the greater Pittsburgh area, but hoping to expand in the coming years.",2016-09-01,active,"Amphibian, disease, climate, temperature,","This is an educational module for middle and early high school age students that contains lessons about the links between climate change, animal physiology, and disease ecology.  As part of the module students make and deploy model frogs that collect frog body temperature information from different microhabitats.  These data are used by researchers at the University of Pittsburgh to validate computer model predictions of amphibian disease outbreaks and their potential impacts on North American amphibian populations.",http://www.biology.pitt.edu/k-12-outreach,Ectotherm ER: Frogs under the weather!
396,0101000020E6100000A913D044D8A853C016FBCBEEC9E34140,,,citizen scientists,,,,,,,,true,,,,true,nsf,,"inform_public_policy, io_education, operational_integration_use",middle_school_children,,"animals, archeology, biology, chemistry, climate_weather, computers_technology, ecology_environment, education, nature_outdoors, insects",,,,,rrdunn@ncsu.edu,27695,NC,Raleigh,,100 Eugene Brooks Ave,NCSU Department of Applied Ecology,Rob Dunn,"classification_tagging, data_analysis, data_entry, download_sw, identification, learning, measurement,  observation, photography, problem_solving, sample_analysis, site_selection_description, specimen_sample_collection",,2013-10-01,active,"citizen science, middle school, curriculum","Students Discover offers free, high-quality curriculum to middle school science teachers around the world. These curriculum modules were created in partnership between scientists and educators to support student participation in a broad range of citizen science projects, ranging from measuring fossilized shark teeth to observing bird nests on school grounds.",http://studentsdiscover.org/,Students Discover
397,0101000020E61000009D8C0144879854C037F28AF1ABAE3D40,,,Anyone is welcome to participate in the UF/IFAS Backyard Bark Beetles program.,,Citizen science,,N/A,,N/A,,true,N/A,,N/A,true,"usfs, doa, nsf",,"io_education, research_advancement","elementary_school_children, families, general_public, middle_school_children, teens",,"animals, biology, education, nature_outdoors, insects, Other",,,,N/A,lab@backyardbarkbeetles.org,32611,FL,Gainesville,P.O. Box 110410,University of Florida,Program Coordinator,Paige S. Carlson,"learning, specimen_sample_collection",USA,2013-08-24,active,"citizen science, beetles, insects, project","Backyard Bark Beetles is a citizen science initiative aimed at producing and maintaining a large-scale, long-term bark beetle monitoring program. Our trapping activity is easy, fun, effective, and utilizes items found in the everyday household (2L bottle, hand sanitizer, etc.).

This activity can be completed by anyone, anywhere. It is especially useful as a hands-on activity to complement in-school lessons focused on topics like native/invasive species, forest health, environmental stewardship, etc. and has been used in courses spanning multiple disciplines (e.g., environmental science, entomology, ecology, etc.).

Our website (www.backyardbarkbeetles.org) is easily accessible and contains all the information needed to participate (informational handouts, instructions, etc.). Also, teachers: a narrated lesson on bark & ambrosia beetles is available that can be modified for in-class use.

Once we receive your beetles, they will be identified and promptly added to the interactive map, which can be found at bottom of the project's homepage (www.backyardbarkbeetles.org). On this map, you can view pictures and read information about the beetles you (and fellow citizen scientists!) have collected. Almost instant feedback!

With this program, we can learn where populations have become established and track newly invasive species, all while engaging the public (i.e., citizen scientists) in real-world scientific research. Help us understand what kinds of bark beetles are in YOUR backyard!

Additional information & participant feedback can be found on our Facebook (https://www.facebook.com/backyardbarkbeetles/) and Twitter (https://twitter.com/BackyardBeetles?lang=en) pages.

Questions? Send them to lab@backyardbarkbeetles.org.",http://www.backyardbarkbeetles.org/,UF/IFAS Backyard Bark Beetles
398,0101000020E6100000CAD1D2CBDE9B52C003EACDA8F93D4440,,The tasks in this project are often determined by the project participants.,"Any one interested in a local, regional, (or beyond!) problem of concern",,,,,,,,true,"Virginia Master Naturalists, Rutgers University, Colorado State University, Virginia Tech University, NJ Middlesex County Schools",,,true,nsf,"college_university, formal_nonprofit_ngo, k12_education","community_engagement_outreach, inform_public_policy, io_education, research_advancement",general_public,,ecology_environment,,,,8489329164,rebeccacjordan@yahoo.com,08901,NJ,New Brunswick,,59 Lipman Drive,Rutgers University,Rebecca Jordan,"data_analysis, data_entry, finding_entities, geolocation, identification, learning, measurement,  observation, photography, problem_solving, sample_analysis, site_selection_description, specimen_sample_collection, Other",Locally based but anywhere that can connect with project personnel via phone or internet or in person.,2013-09-01,active,"citizen science, management, open-space, natural resources, community, change","This project is intended to help engage individuals in using technology to conduct locally based, but regionally connected, natural resource stewardship projects. We will use a series of web-based modeling and social media tools to engage community groups in conducting authentic science. This includes making field observations, engaging in collaborative discussions, graphically representing data, and modeling ecological systems. The goal of these efforts is to allow volunteers to engage in resource and open-space conservation.",collaborativescience.org,collaborativescience.org
399,0101000020E6100000FF916D094E905EC0309B00C3F2EF4240,,,"In addition to computing, volunteers provide customer support, test software, translate text to other languages, and do software development.",,,,,,,,true,,,,true,nsf,,"community_engagement_outreach, io_education, operational_integration_use, research_advancement",general_public,,"astronomy_space, biology, chemistry, climate_weather, computers_technology, ecology_environment, physics",,,,,,94720,CA,Berkeley,,7 Gauss Way,,David Anderson,download_sw,Volunteers are worldwide.,2002-10-1,active,Volunteer computing,"BOINC is a software platform for volunteer computing, used by dozens of projects in many areas of science.",https://boinc.berkeley.edu,BOINC
400,0101000020E61000001EFF0582004D54C0A818E76F42993C40,,,,,,College students,,,,,false,,,,true,nsf,college_university,"community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement","general_public, Other",,"computers_technology, geography, nature_outdoors, ocean_water, science_policy, social_science",,,,4078231030,Timothy.hawthorne@ucf.edu,32816,FL,Orlando,,4000 Central Florida Blvd.,University of Central Florida,Timothy L. Hawthorne,"annotation, data_entry, geolocation, learning,  observation","Belize, Florida",2016-02-15,active,"GIS, NSF, citizen science, drones, reefs, disaster, climate change, adaptation, UCF, Belize, Florida","Our mission is to work with communities across the globe to visualize local knowledge through GIS, drones, and collaboration.",Http://citizensciencesgis.org,Citizen Science GIS
402,0101000020E6100000D3382FA935F855C0BB5F05F86E8A4540,,,bird-banders,,,,,,,,false,Urban Ecology Center,,,false,nsf,formal_nonprofit_ngo,"inform_public_policy, io_education","elementary_school_children, general_public, middle_school_children",,"animals, birds, ecology_environment",,,,414-229-2253,pdunn@uwm.edu,53211,WI,MILWAUKEE,,1500 E. Park Pl,University of Wisconsin-Milwaukee,Peter Dunn,"identification, measurement,  observation, specimen_sample_collection","Wisconsin, North America",2016-06-01,active,"birds, disease, genomics","We are working with a local nature center, The Urban Ecology Center, on a citizen science project comparing malaria in migratory and non-migratory birds in urban and suburban habitats.",http://people.uwm.edu/pdunn/,Disease Ecology in Birds
403,0101000020E61000004CA60A4625C15BC057EC2FBB271F4040,,,People living in or near the town of Marana with the ability to maintain and monitor a hummingbird feeder.,,,,scott_richardson@fws.gov,fish_wildlife_service,Scott Richardson,,true,"City of Marana AZ, AZ Department of Game & Fish, Bat Conservation International, University of Arizona",,,true,fish_wildlife_service,"college_university, formal_nonprofit_ngo, state_local_govermment","inform_public_policy, research_advancement",general_public,,"animals, ecology_environment, nature_outdoors, insects",,,,520-382-1999,jspencer@maranaAZ.gov,85745,AZ,Marana,,11555 W Civic Center Drive,Town of Marana AZ,Janine Spencer,"identification, measurement,  observation, photography","Local, around Marana AZ",2007,active,"radio transmitter, hummingbird feeder, bat, agave, saguaro, roost","Data collected from this study will be used by scientists to better understand the lesser long-nosed bat Leptonycteris yerbabuenae, a species listed as endangered under the federal Endangered Species Act. It will also be used by the Town of Marana and the City of Tucson in development of their Habitat Conservation Plans.
By gathering data on where bats are feeding, when they arrive and leave the Tucson Basin, and tracking a few bats with radio transmitters, we can gain a better understanding of their foraging habitat, how they travel from their roosts to foraging sites, and the locations of their roosts. This will allow us to plan more effective conservation strategies and minimize any impacts we might be having on this endangered species.",http://www.maranaaz.gov/bats/,Southern Arizona Bat-Hummingbird Feeder Monitoring Study
405,0101000020E61000008DD13AAA9A6453C03ED00A0C596D4340,,,,,,,william.sassorossi@noaa.gov,noaa,William Sassorossi,,true,,,"Monitor National Marine Sanctuary, NOAA",false,noaa,,"inform_public_policy, io_education, research_advancement","general_public, targeted_group",,"archeology, ocean_water",,,,,wrchadwell@gmail.com,20143,VA,Catharpin,,4657 Sudley Rd,Operations Coordinator,Bill Chadwell,"audio_video_recording, data_analysis, identification, measurement,  observation, photography","United States Eastern Coast, Gulf of Mexico",2013-05-25,active,"Battle of the Atlantic, World War One, World War Two, Diving, Underwater Archaeology","The Battle of the Atlantic Research and Expedition Group (BAREG) is a 501(c)(3) educational non-profit organization located in the Northern Virginia suburbs of Washington DC.  The Group is focused on historical research of topics related to the maritime campaigns waged between the Allies and Axis/Central Powers during 1914-18 and 1939-45, diving wrecks associated with these campaigns, and documenting their current conditions via photography and/or videography. BAREG divers work closely with a continuing partnership with maritime archaeologists from NOAA's Monitor National Marine Sanctuary.",https://sites.google.com/site/researchandexpedition/,Battle of the Atlantic Shipwreck Study
406,0101000020E610000074D2FBC6D79A5EC03A58FFE730E34240,,,"Must commit to at least one year of sampling, attend one oreintatin and apply to become a volunteer, >80 hours of initial training in class and in the field, must have string desire to identify 300 species of coastal birds and mammals, must be physically able to walk in sand for approximately one mile.",,,Adults,Jan.Roletto@noaa.gov,noaa,Jan Roletto,,true,Greater Farallones Association,,,false,noaa,formal_nonprofit_ngo,"inform_public_policy, io_education, research_advancement",Other,,biology,,,,415-561-6622 x 302,KLindquist@farallones.org,94129,CA,San Francisco,The Presidio,991 Marine Drive,Greater Farallones Association,Kirsten Lindquist,"data_entry, measurement,  observation, photography, specimen_sample_collection","shoreline from Point Arena south to Ano Nuevo, CA (does not include San Francisco Bay shoreline",1993/09/01,active,"monitoring, shoreline, beached birds, seabirds, marine mammals, human activities",Alternate URL: http://farallones.noaa.gov/science/beachwatch.html,http://beachwatch.farallones.org/,Beach Watch
407,0101000020E6100000018750A566B663C021938C9C85553540,,,Individuals involved in intertidal monitoring efforts within their respective communities throughout Hawaii.,,,Scientists & conservation managers,,,,,false,,,,false,noaa,"college_university, community_group, formal_nonprofit_ngo, k12_education","community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement","families, general_public, middle_school_children, targeted_group, teens, Other",,"archeology, biology, climate_weather, ecology_environment, education, food, social_science",,,,808-725-5805,tia.brown@noaa.gov,96795,HI,Waimanalo Beach,,Makapuu Beach Park,NOAA/ONMS/PMNM,Tia Brown,"classification_tagging, data_analysis, data_entry, identification, learning, measurement,  observation, photography, sample_analysis, site_selection_description, specimen_sample_collection",Rocky intertidal & Nearshore Areas throughout the Hawaiian archipelago,2008,active,,"The Intertidal Monitoring Partnership started in 2008 as a meeting among several disparate entities with one common interest – reversing the decline of opihi (limpets) and other rocky shoreline inhabitants while promoting their sustainable harvest.  The partnership has grown into an unprecedentedly successful collaboration between Hawaiian practitioners, university scientists, and several management agencies.  For the past 8 years, community groups throughout the Main Hawaiian Islands have been actively engaged in their respective communities nearshore and intertidal monitoring efforts and have partnered with NOAA to assist and participate in an annual intertidal monitoring research effort within Papahanaumokuakea.  The partnership embraces both scientific and traditional Hawaiian knowledge and support Hawaiian communities and managers in monitoring their shorelines and effecting a positive change in their marine resources.",none,Intertidal Monitoring Partnership
408,0101000020E61000004E4BE637D0B051C0C03C64CA871A4540,,,"sailors, yachters,cruisers",,,,nathalie.ward@noaa.gov,noaa,Dr. Nathalie Ward,,true,Cetacean Society International,,Stellwagen Bank National Marine Sanctuary,true,noaa,formal_nonprofit_ngo,"inform_public_policy, io_education, operational_integration_use, research_advancement",families,,"animals, biology, education, ocean_water",,,,1-781-545-8026,nathalie.ward@noaa.gov,02066,MA,Scituate,,175 Edward Foster Road,Stellwagen Bank National Marine Sanctuary,Dr. Nathalie Ward,"classification_tagging, identification, photography",Wider Caribbean region,2014 January,active,humpback whale Caribbean,"CARIB Tails enlists yachters and cruisers to help track the movements of our shared humpback whales between their North Atlantic feeding grounds in Stellwagen Bank National Marine Sanctuary (Cape Cod, MA) and their breeding grounds in the Wider Caribbean Region.  Your contributions of tail fluke photographs of humpback whales from the Caribbean region are critical for conservation efforts.",http://www.caribtails.org,CARIB Tails
409,,,,,,,,Marc.Kuchner@nasa.gov,nasa,Marc Kuchner,,true,,,,true,nasa,,research_advancement,"elementary_school_children, families, general_public, middle_school_children, teens",,astronomy_space,,,,301-286-5165,Marc.Kuchner@nasa.gov,20771,MD,Greenbelt,,8800 Greenbelt Rd.,NASA Goddard Space Flight Center,Marc Kuchner,classification_tagging,Anywhere,2017-02-15,active,"planet nine, brown dwarfs, WISE","Is there a large planet at the fringes of our solar system awaiting discovery, a world astronomers call Planet Nine? We’re looking for this planet and for new brown dwarfs in the backyard of the solar system using data from NASA's Wide-field Infrared Survey Explorer (WISE) mission. But we need your help! Finding these dim objects requires combing through the images by eye to distinguish moving celestial bodies from ghosts and other artifacts. There are too many images for us to search through by ourselves. So come join the search, and you might find a rogue world that's nearer to the Sun than Proxima Centauri---or even the elusive Planet Nine.",http://backyardworlds.org,Backyard Worlds: Planet 9
410,,,,,,,,,,,,true,North Carolina State University,,,true,nsf,college_university,"inform_public_policy, research_advancement","elementary_school_children, families, general_public, middle_school_children, teens",,"biology, ecology_environment, nature_outdoors, ocean_water",,,,9195155574,mlardons@ncsu.edu,27695,NC,Raleigh,,2820 Faucette Drive,North Carolina State University,Marcelo Ardon,"data_entry, geolocation, photography",North Carolina and coast along the southeast US,2016-09-01,active,"wetlands, trees, coast, sea level rise",Citizen science project focused on documenting the health of forested coastal wetlands.,http://sentinelsnc.weebly.com/,Sentinels of the sounds
413,0101000020E6100000E71890BDDE4958C05587DC0C37A04040,Fast and effective mapping algorithms. Promote computational thinking among non-scientists and non-engineers,Solve mapping/placement problem,,,,18 and above,,,,,false,,,,false,nsf,,"io_education, operational_integration_use, research_advancement, Other","general_public, middle_school_children, targeted_group, teens, Other",,computers_technology,,,,94-369-5118,gayatri.mehta@unt.edu,76207,TX,Denton,,3940 N. Elm St,University of North Texas,Gayatri Mehta,"problem_solving, Other",,2012-07-01,active,"Mapping algorithms, crowdsourcing, custom domain specific architectures, reconfigurable architectures",The main thrust of this research is to discover novel mapping algorithms by making use of human intuition and ability to recognize patterns and opportunities even in complex problems.,https://untangled.unt.edu,Harnessing human intelligence for mapping on custom reconfigurable architectures
415,0101000020E61000007B4E7ADFF8D754C0EBABAB02B5F84040,,,"Teachers and students, nature centers, retirees, pollinator enthusiasts, gardeners, general public",,,,,,,,true,University of Georgia,,,true,nsf,college_university,"io_education, research_advancement","elementary_school_children, families, general_public, middle_school_children, teens",,"animals, biology, ecology_environment, health_medicine, nature_outdoors, insects",,,,7065429251,saltizer@uga.edu,30602,GA,Athens,,140 E. Green St,University of Georgia,Sonia Altizer,"measurement,  observation, specimen_sample_collection",North America,2006-03-01,active,"Monarch butterfly, disease, parasitism",Monarch Health is a citizen science project in which volunteers sample wild monarch butterflies to help track the spread of a protozoan parasite across North America.  Our mission is to understand host -parasite interactions in monarchs and to enhance awareness of monarch biology and conservation through the coupling of citizens and scientists.,monarchparasites.org,Monarch Health
